序,產品代號,品名,單價,體積,廠牌,長,寬,高,種類,葷素,重量(g),"輸入格式(序,產品代碼+品名,單價,體積,種類)"
642,L5-4,《LOTTE》樂天巧克力派(28gx6包/盒),43,1394.96,LOTTE樂天,23.5,5.3,11.2,餅乾_中西小點,葷食,168,642_L5-4《LOTTE》樂天巧克力派(28gx6包/盒)_43_1394.96_餅乾_中西小點
643,L5-5,《Market O》布朗尼蛋糕-香草口味(80g/盒),79,735,Market O,15,5,9.8,餅乾_中西小點,葷食,80,643_L5-5《Market O》布朗尼蛋糕-香草口味(80g/盒)_79_735_餅乾_中西小點
644,L5-6,《Market O》布朗尼蛋糕(80g/盒),79,735,Market O,15,5,9.8,餅乾_中西小點,葷食,80,644_L5-6《Market O》布朗尼蛋糕(80g/盒)_79_735_餅乾_中西小點
645,L5-7,《可口》楓糖派量販包(116g/盒),55,956.25,可口,22.5,5,8.5,餅乾_中西小點,葷食,116,645_L5-7《可口》楓糖派量販包(116g/盒)_55_956.25_餅乾_中西小點
646,L5-8,《可口》千層派量販包(114g/盒),65,956.25,可口,22.5,5,8.5,餅乾_中西小點,葷食,114,646_L5-8《可口》千層派量販包(114g/盒)_65_956.25_餅乾_中西小點
647,L5-9,《可口》葡萄派量販包(124g/盒),65,956.25,可口,22.5,5,8.5,餅乾_中西小點,葷食,124,647_L5-9《可口》葡萄派量販包(124g/盒)_65_956.25_餅乾_中西小點
657,L5-19,《宏亞》蜜蘭諾楓糖葡萄(138公克/盒),59,2520,宏亞,24,5,21,餅乾_中西小點,葷食,138,657_L5-19《宏亞》蜜蘭諾楓糖葡萄(138公克/盒)_59_2520_餅乾_中西小點
658,L5-20,《宏亞》蜜蘭諾醇黑千層(156公克/盒),59,2520,宏亞,24,5,21,餅乾_中西小點,葷食,156,658_L5-20《宏亞》蜜蘭諾醇黑千層(156公克/盒)_59_2520_餅乾_中西小點
659,L5-21,《宏亞》77蜜蘭諾-鬆塔(192g/盒),59,2152.5,宏亞,21,5,20.5,餅乾_中西小點,葷食,192,659_L5-21《宏亞》77蜜蘭諾-鬆塔(192g/盒)_59_2152.5_餅乾_中西小點
661,L5-23,《宏亞》77 蜜蘭諾(128公克/包),42,1440,宏亞,20,6,12,餅乾_中西小點,葷食,128,661_L5-23《宏亞》77 蜜蘭諾(128公克/包)_42_1440_餅乾_中西小點
664,L5-26,《奧利奧》巧心蛋糕(149g/盒),72,1462.5,奧利奧,26,4.5,12.5,餅乾_中西小點,葷食,149,664_L5-26《奧利奧》巧心蛋糕(149g/盒)_72_1462.5_餅乾_中西小點
668,L5-30,《義美》咖啡小泡芙(171g/盒),73,3082.75,義美,5.5,19,29.5,餅乾_中西小點,葷食,171,668_L5-30《義美》咖啡小泡芙(171g/盒)_73_3082.75_餅乾_中西小點
675,L5-37,《義美》草莓法蘭酥(90g/盒),53,2265.25,義美,17,6.5,20.5,餅乾_中西小點,葷食,90,675_L5-37《義美》草莓法蘭酥(90g/盒)_53_2265.25_餅乾_中西小點
677,L5-39,《義美》巧克力法蘭酥(90g/盒),53,2265.25,義美,17,6.5,20.5,餅乾_中西小點,葷食,90,677_L5-39《義美》巧克力法蘭酥(90g/盒)_53_2265.25_餅乾_中西小點
680,L5-42,《RITZ》麗滋香草夾心餅乾(261g/盒),90,1200,RITZ麗滋,15,16,5,餅乾_中西小點,葷食,261,680_L5-42《RITZ》麗滋香草夾心餅乾(261g/盒)_90_1200_餅乾_中西小點
681,L5-43,《RITZ》麗滋起士夾心餅乾(261g/盒),89,1200,RITZ麗滋,15,16,5,餅乾_中西小點,葷食,261,681_L5-43《RITZ》麗滋起士夾心餅乾(261g/盒)_89_1200_餅乾_中西小點
682,L5-44,《RITZ》麗滋檸檬三明治餅乾量販包(261g/盒),85,1200,RITZ麗滋,15,16,5,餅乾_中西小點,葷食,261,682_L5-44《RITZ》麗滋檸檬三明治餅乾量販包(261g/盒)_85_1200_餅乾_中西小點
684,L5-46,《Yu-ki》花生夾心餅(150g),47,1551,Yu-ki,23.5,6,11,餅乾_中西小點,葷食,150,684_L5-46《Yu-ki》花生夾心餅(150g)_47_1551_餅乾_中西小點
685,L5-47,《Yu-ki》起司夾心餅(150g/盒),47,1551,Yu-ki,23.5,6,11,餅乾_中西小點,葷食,150,685_L5-47《Yu-ki》起司夾心餅(150g/盒)_47_1551_餅乾_中西小點
686,L5-48,《Yu-ki》檸檬夾心餅(150g/盒),49,1551,Yu-ki,23.5,6,11,餅乾_中西小點,葷食,150,686_L5-48《Yu-ki》檸檬夾心餅(150g/盒)_49_1551_餅乾_中西小點
687,L5-49,《宏亞》77牛奶巧菲斯(400g/包),69,2400,宏亞,20,30,4,餅乾_中西小點,葷食,400,687_L5-49《宏亞》77牛奶巧菲斯(400g/包)_69_2400_餅乾_中西小點
688,L5-50,《奇比樂》花生夾心餅乾(135g/包),35,700,奇比樂,14,5,10,餅乾_中西小點,葷食,135,688_L5-50《奇比樂》花生夾心餅乾(135g/包)_35_700_餅乾_中西小點
689,L5-51,《奇比樂》香草夾心餅乾(135g/包),39,700,奇比樂,14,5,10,餅乾_中西小點,葷食,135,689_L5-51《奇比樂》香草夾心餅乾(135g/包)_39_700_餅乾_中西小點
690,L5-52,《奇比樂》起司夾心餅乾(135g/包),39,700,奇比樂,14,5,10,餅乾_中西小點,葷食,135,690_L5-52《奇比樂》起司夾心餅乾(135g/包)_39_700_餅乾_中西小點
696,L5-58,《奧利奧》冰淇淋藍莓三明治餅乾(411g/盒),99,1470,奧利奧,21,5,14,餅乾_中西小點,葷食,411,696_L5-58《奧利奧》冰淇淋藍莓三明治餅乾(411g/盒)_99_1470_餅乾_中西小點
697,L5-59,《奧利奧》金奇三明治餅乾 隨手包 9入(264.6g/盒),79,1050,奧利奧,15,5,14,餅乾_中西小點,葷食,265,697_L5-59《奧利奧》金奇三明治餅乾 隨手包 9入(264.6g/盒)_79_1050_餅乾_中西小點
699,L5-61,《奧利奧》威化夾心酥量販包-香草(260g/盒),79,1656,奧利奧,16,4.5,23,餅乾_中西小點,葷食,260,699_L5-61《奧利奧》威化夾心酥量販包-香草(260g/盒)_79_1656_餅乾_中西小點
702,L5-64,《奧利奧》草莓夾心三明治餅乾(411g/盒),93,1317.5,奧利奧,15.5,5,17,餅乾_中西小點,葷食,411,702_L5-64《奧利奧》草莓夾心三明治餅乾(411g/盒)_93_1317.5_餅乾_中西小點
711,L5-73,《義美》香草牛奶夾心酥(400g/包),85,2760,義美,23,5,24,餅乾_中西小點,葷食,400,711_L5-73《義美》香草牛奶夾心酥(400g/包)_85_2760_餅乾_中西小點
713,L5-75,《義美》新浪派牛奶巧克力(256g/盒),69,2600,義美,20,6.5,20,餅乾_中西小點,葷食,256,713_L5-75《義美》新浪派牛奶巧克力(256g/盒)_69_2600_餅乾_中西小點
715,L5-77,《義美》檸檬夾心酥(400g/包),85,2760,義美,23,5,24,餅乾_中西小點,葷食,400,715_L5-77《義美》檸檬夾心酥(400g/包)_85_2760_餅乾_中西小點
716,L5-78,《優龍》ACE夾心餅乾-起司(125公克/盒),50,1382.98,優龍,23.5,5.5,10.7,餅乾_中西小點,葷食,125,716_L5-78《優龍》ACE夾心餅乾-起司(125公克/盒)_50_1382.975_餅乾_中西小點
717,L5-79,《優龍》ACE提拉米蘇夾心餅乾(125g/盒),50,1382.98,優龍,23.5,5.5,10.7,餅乾_中西小點,葷食,125,717_L5-79《優龍》ACE提拉米蘇夾心餅乾(125g/盒)_50_1382.975_餅乾_中西小點
718,L5-80,《LOTTE樂天》小熊餅乾-超值美味組合(37g盒),27,661.5,LOTTE樂天,7,7,13.5,餅乾_中西小點,葷食,37,718_L5-80《LOTTE樂天》小熊餅乾-超值美味組合(37g盒)_27_661.5_餅乾_中西小點
719,L5-81,《LOTTE樂天》小熊餅迷你包-巧克力口味(126g/盒),109,1795.5,LOTTE樂天,19,9,10.5,餅乾_中西小點,葷食,126,719_L5-81《LOTTE樂天》小熊餅迷你包-巧克力口味(126g/盒)_109_1795.5_餅乾_中西小點
720,L5-82,《盛香珍》巧克力脆餅(180g/盒),65,2205,盛香珍,17.5,6,21,餅乾_中西小點,葷食,180,720_L5-82《盛香珍》巧克力脆餅(180g/盒)_65_2205_餅乾_中西小點
723,L5-85,《盛香珍》捲心酥榛果巧克力(200公克/盒),49,2150.5,盛香珍,17,5.5,23,餅乾_中西小點,葷食,200,723_L5-85《盛香珍》捲心酥榛果巧克力(200公克/盒)_49_2150.5_餅乾_中西小點
725,L5-87,《義美》巧克力卷量販盒-南洋香芋(273g/盒),82,2762.5,義美,6.5,17,25,餅乾_中西小點,葷食,273,725_L5-87《義美》巧克力卷量販盒-南洋香芋(273g/盒)_82_2762.5_餅乾_中西小點
726,L5-88,《義美》牛奶卷-巧克力(215g/盒),75,2178,義美,16.5,6,22,餅乾_中西小點,葷食,215,726_L5-88《義美》牛奶卷-巧克力(215g/盒)_75_2178_餅乾_中西小點
727,L5-89,《乖乖》孔雀捲心餅-阿薩姆奶茶(63公克x3包 / 盒),59,2281.5,乖乖,19.5,9,13,餅乾_中西小點,葷食,189,727_L5-89《乖乖》孔雀捲心餅-阿薩姆奶茶(63公克x3包 / 盒)_59_2281.5_餅乾_中西小點
728,L5-90,《義美》草莓鮮乳卷(215g/盒),78,2178,義美,16.5,6,22,餅乾_中西小點,葷食,215,728_L5-90《義美》草莓鮮乳卷(215g/盒)_78_2178_餅乾_中西小點
729,L5-91,《義美》鮮乳卷(咖啡)(215g/盒),79,2178,義美,16.5,6,22,餅乾_中西小點,葷食,215,729_L5-91《義美》鮮乳卷(咖啡)(215g/盒)_79_2178_餅乾_中西小點
738,L5-100,《喜年來》芝麻蛋捲分享包(128g/盒),45,1575,喜年來,12.5,6,21,餅乾_中西小點,葷食,128,738_L5-100《喜年來》芝麻蛋捲分享包(128g/盒)_45_1575_餅乾_中西小點
747,L5-109,《盛香珍》榛果巧克酥(240g/盒),69,2090,盛香珍,20,5.5,19,餅乾_中西小點,素食,240,747_L5-109《盛香珍》榛果巧克酥(240g/盒)_69_2090_餅乾_中西小點
748,L5-110,《盛香珍》手製煎餅花生口味(210g/盒),65,3006.25,盛香珍,18.5,6.5,25,餅乾_中西小點,素食,210,748_L5-110《盛香珍》手製煎餅花生口味(210g/盒)_65_3006.25_餅乾_中西小點
749,L5-111,《義美》煎餅量販盒-芝麻(231g/盒),65,2762.5,義美,17,6.5,25,餅乾_中西小點,葷食,231,749_L5-111《義美》煎餅量販盒-芝麻(231g/盒)_65_2762.5_餅乾_中西小點
751,L5-113,《盛香珍》手製煎餅芝麻(210g/盒),69,3006.25,盛香珍,18.5,6.5,25,餅乾_中西小點,素食,210,751_L5-113《盛香珍》手製煎餅芝麻(210g/盒)_69_3006.25_餅乾_中西小點
752,L5-114,《義美》狀元煎餅-杏仁(256g/盒),68,2762.5,義美,17,6.5,25,餅乾_中西小點,葷食,256,752_L5-114《義美》狀元煎餅-杏仁(256g/盒)_68_2762.5_餅乾_中西小點
753,L5-115,《義美》狀元煎餅(256g/盒),64,2762.5,義美,17,6.5,25,餅乾_中西小點,葷食,256,753_L5-115《義美》狀元煎餅(256g/盒)_64_2762.5_餅乾_中西小點
755,L5-117,《義美》煎餅量販盒-海苔(231g/盒),65,2762.5,義美,17,6.5,25,餅乾_中西小點,葷食,231,755_L5-117《義美》煎餅量販盒-海苔(231g/盒)_65_2762.5_餅乾_中西小點
756,L5-118,《義美》煎餅量販盒-牛奶(231g/盒),65,2762.5,義美,17,6.5,25,餅乾_中西小點,葷食,231,756_L5-118《義美》煎餅量販盒-牛奶(231g/盒)_65_2762.5_餅乾_中西小點
757,L5-119,《義美》煎餅量販盒-花生(240g/盒),65,2762.5,義美,17,6.5,25,餅乾_中西小點,葷食,240,757_L5-119《義美》煎餅量販盒-花生(240g/盒)_65_2762.5_餅乾_中西小點
758,L5-120,《健康日誌》韓式泡菜脆餅(192g/包),49,1890,健康日誌,21,15,6,餅乾_中西小點,葷食,192,758_L5-120《健康日誌》韓式泡菜脆餅(192g/包)_49_1890_餅乾_中西小點
760,L5-122,《健康日誌》法式蒜味脆餅(192g/袋),49,1890,健康日誌,21,15,6,餅乾_中西小點,葷食,192,760_L5-122《健康日誌》法式蒜味脆餅(192g/袋)_49_1890_餅乾_中西小點
761,L5-123,《厚毅》三角野菜餅(192g/包),49,1872,厚毅,13,9,16,餅乾_中西小點,素食,192,761_L5-123《厚毅》三角野菜餅(192g/包)_49_1872_餅乾_中西小點
763,L5-125,《福義軒》純鮮乳餅(200g/盒),79,2193.75,福義軒,15,7.5,19.5,餅乾_中西小點,葷食,200,763_L5-125《福義軒》純鮮乳餅(200g/盒)_79_2193.75_餅乾_中西小點
764,L5-126,《福義軒》黑芝麻脆餅(200g/盒),79,2193.75,福義軒,15,7.5,19.5,餅乾_中西小點,葷食,200,764_L5-126《福義軒》黑芝麻脆餅(200g/盒)_79_2193.75_餅乾_中西小點
765,L5-127,《福義軒》紅麴薄餅(200g/盒),79,2193.75,福義軒,15,7.5,19.5,餅乾_中西小點,葷食,200,765_L5-127《福義軒》紅麴薄餅(200g/盒)_79_2193.75_餅乾_中西小點
766,L5-128,《義美》鮮乳薄餅(240g/盒),69,2400,義美,12.5,8,24,餅乾_中西小點,葷食,240,766_L5-128《義美》鮮乳薄餅(240g/盒)_69_2400_餅乾_中西小點
775,L5-137,《有田製?》蔬菜家族(60g/包),49,1568,有田製?,14,16,7,餅乾_中西小點,素食,60,775_L5-137《有田製?》蔬菜家族(60g/包)_49_1568_餅乾_中西小點
776,L5-138,《有田製?》乳幼米果-水果(60g/包),49,1568,有田製?,14,16,7,餅乾_中西小點,素食,60,776_L5-138《有田製?》乳幼米果-水果(60g/包)_49_1568_餅乾_中西小點
777,L5-139,《有田製?》乳幼米果(60g/包),49,1568,有田製?,14,16,7,餅乾_中西小點,素食,60,777_L5-139《有田製?》乳幼米果(60g/包)_49_1568_餅乾_中西小點
